SBQQ__OPPORTUNITY2__C,SBQQ__PRIMARY__C,TOTAL_AMOUNT__C,TOTAL_INCREMENTAL_ARR__C
0063Z000010n2xHQAQ,true,36988,31944
006OJ000005sJ4QYAU,true,89691,86270
006OJ000009Wq6LYAS,true,36984,43129
0063Z000011pIfIQAU,true,49875,98982
0063Z000012PKCNQA4,true,58373,50604
006OJ000007w2JxYAI,true,76985,96466
006OJ000008CJ2HYAW,true,41266,97674
0063Z000011pISTQA2,true,88866,81940
0063Z000012PI8wQAG,true,68025,48346
006OJ000009LLXKYA4,true,34442,73769
0063Z000012PZ9GQAW,true,89972,91748
0063Z000011pIXiQAM,true,33892,49632
006OJ000003fy3BYAQ,true,61140,79145
006OJ000009WepyYAC,true,84832,72606
006OJ000003vJx3YAE,true,36479,71758
006OJ00000ADYirYAH,true,38985,30134
006OJ000003kYxpYAE,true,32779,42691
006OJ000009WonhYAC,true,54043,71653
0063Z00000zOeY4QAK,true,34472,62338
006OJ000006Cs1CYAS,true,76968,41836
006OJ00000BkIoPYAV,true,53222,50192
006OJ00000AX3ZFYA1,true,49517,89148
0063Z00000zOMAjQAO,true,59470,79718
006OJ00000CJppVYAT,true,90252,70071
006f100000bswxLAAQ,true,82707,38164
006OJ000006RItTYAW,true,52945,83145
006OJ000003nTaFYAU,true,73580,96533
006OJ000009KJ9PYAW,true,71581,39180
006OJ000008udN3YAI,true,78318,99234
006OJ0000097yezYAA,true,38311,38523
006OJ000006tIIcYAM,true,39110,69253
006OJ000008dTojYAE,true,62232,65870
006OJ000006Fs4hYAC,true,62252,84225
006OJ000009WWcHYAW,true,56367,92743
006OJ00000EUQcwYAH,true,84633,48494
006OJ000007tEPiYAM,true,74186,43524
006OJ000009GJxaYAG,true,86476,89951
006OJ000007tMblYAE,true,37807,76565
006OJ000008wfkYYAQ,true,63847,42102
006OJ00000Bk9JmYAJ,true,45297,65585
006OJ000006mdjbYAA,true,87751,40648
006OJ000006nCUPYA2,true,73254,71784
006OJ00000DRcWLYA1,true,40851,51794
006OJ000006DkHjYAK,true,32827,77561
006OJ00000DnLgXYAV,true,33718,95017
006OJ000006Dl7JYAS,true,30512,35387
006OJ00000BSfQ5YAL,true,75471,73328
006OJ000006G4NbYAK,true,51643,57508
006OJ000003ChcBYAS,true,43518,31814
006OJ00000CeupNYAR,true,72553,53088
006OJ00000Bc0AMYAZ,true,76685,42863
006OJ00000BfgPyYAJ,true,85411,51445
006OJ000008aqrWYAQ,true,81668,64624
006OJ000007sk8HYAQ,true,63865,61055
006OJ00000EZqoTYAT,true,62711,91419
006OJ00000EeSojYAF,true,35731,34528
006OJ00000BkKBuYAN,true,78151,32443
006OJ00000Bjue2YAB,true,69838,77001
006OJ00000BjoaDYAR,true,80036,69350
006OJ000007tEG2YAM,true,39680,57034
006OJ000009WuwLYAS,true,90583,50003
006OJ000004KurmYAC,true,63857,40232
006OJ00000DcVGDYA3,true,44060,48233
006OJ00000Bk9wSYAR,true,87732,42953
006OJ00000CDYOLYA5,true,83195,98626
006OJ000008arfVYAQ,true,32959,58765
006OJ000006ADetYAG,true,81812,98340
006OJ000007szfBYAQ,true,81095,33391
006OJ00000BBQIbYAP,true,76642,51706
006OJ000008QwbdYAC,true,59381,50472
006OJ000008uRgtYAE,true,55220,91764
006OJ000004QXE9YAO,true,97339,65903
006OJ000008f6EXYAY,true,75753,56996
006OJ000003nMbxYAE,true,58825,78124
006OJ000008fADJYA2,true,37639,70936
006OJ00000DbxUfYAJ,true,65699,77102
006OJ000007sdunYAA,true,82929,62739
006OJ000007sqNOYAY,true,57769,73877
006OJ000009WQ3qYAG,true,81581,67986
006OJ000009WoaoYAC,true,95622,57916
006OJ000007scM2YAI,true,95867,61042
006OJ000007e2tYYAQ,true,81773,94652
006OJ00000Az7YHYAZ,true,63917,49857
006OJ00000AySOfYAN,true,76421,57503
006OJ000007tdfpYAA,true,74114,78663
006OJ000009xxq6YAA,true,48552,99047
006OJ0000070Fz8YAE,true,50023,63511
006OJ000006h7UDYAY,true,36628,45007
006OJ00000CEjBFYA1,true,66245,66213
006OJ00000AhobhYAB,true,93342,50452
006OJ00000BfTqwYAF,true,43442,95226
006OJ000008JQAIYA4,true,39953,87583
006OJ000007xOThYAM,true,84872,90048
006OJ000009WpF7YAK,true,46423,39929
006OJ00000BkNhdYAF,true,31468,85782
006OJ000009Ys0nYAC,true,38845,45275
006OJ000009WVJeYAO,true,65716,60839
006OJ00000BjoTlYAJ,true,73563,72226
006OJ00000AnCjsYAF,true,40769,44511
006OJ000007sl7ZYAQ,true,59931,90500
006OJ00000BoCfZYAV,true,76108,84777
006OJ000007RtnZYAS,true,59531,83751
006OJ000008ub1uYAA,true,68558,39527
006OJ000007sdy1YAA,true,67218,97931
006OJ00000Ch8rRYAR,true,97182,89956
006OJ000009agLJYAY,true,64997,46312
006OJ000009bCOPYA2,true,82599,32433
006OJ000007tMgbYAE,true,77460,42301
006OJ000003kQDvYAM,true,52672,76984
006OJ000007sxOrYAI,true,76605,85227
006OJ000009ysDFYAY,true,42485,62410
006OJ000003XJq9YAG,true,73059,91366
006OJ000009IcPpYAK,true,82068,46889
006OJ000009hUAXYA2,true,89471,77750
006OJ000003xGgXYAU,true,80288,38669
006OJ000007vqYvYAI,true,51675,36156
006OJ000007szdZYAQ,true,45732,44402
006OJ000009MF6TYAW,true,65697,43466
006OJ000006mKYtYAM,true,75748,38023
006OJ000003j2FFYAY,true,95313,39671
006OJ0000093HLhYAM,true,61101,56612
0063Z000011pIiCQAU,true,59640,52469
006OJ000007sjybYAA,true,97962,35181
0063Z000012PZE6QAO,true,79186,37107
006OJ000009Kjv3YAC,true,35080,54835
0063Z00000w0lVQQAY,true,63188,62750
006OJ000009b3kxYAA,true,85181,98485
006OJ000006zj81YAA,true,99667,90019
0063Z000012PjSxQAK,true,85171,38541
006OJ000006PsMjYAK,true,49184,74682
006OJ000007smZuYAI,true,76835,60813
006OJ000009X8RSYA0,true,44936,97121
006OJ000006ZOdXYAW,true,40921,97872
0063Z000012PZIcQAO,true,94955,64060
0063Z000012PZXjQAO,true,42940,44647
0063Z000012PZCeQAO,true,41864,64811
006OJ00000BkTbmYAF,true,84811,67714
006OJ000007sdzdYAA,true,98438,65891
006OJ000009WoxNYAS,true,93267,96265
006OJ000005b97tYAA,true,30814,32202
0063Z00000w0CLYQA2,true,63466,44356
0063Z000012PZ9VQAW,true,64197,91518
0063Z000010mzbrQAA,true,89677,35254
006OJ00000BZJz7YAH,true,47749,99557
006OJ0000044psrYAA,true,42810,44322
0063Z000012PZVsQAO,true,44936,82861
006OJ000003iw3OYAQ,true,57045,92805
006OJ000006l9sPYAQ,true,87665,62121
0063Z000012PZ7tQAG,true,73073,51978
006OJ000004pZXhYAM,true,49080,55951
006OJ000009WVDBYA4,true,97006,36931
0063Z000011pIXdQAM,true,56783,33670
0063Z000011pIgGQAU,true,43552,97311
006OJ00000619vSYAQ,true,39827,98541
006OJ000007sd3aYAA,true,74499,79533
0063Z000012PdW8QAK,true,93231,72964
006OJ000006nKtNYAU,true,45740,90117
006OJ0000093DoMYAU,true,86287,64873
006OJ00000BMDWZYA5,true,51658,44883
0063Z000010mcQpQAI,true,60681,94592
006OJ00000CmfpzYAB,true,62226,33334
006OJ000006hA5VYAU,true,38632,98364
006OJ000009WSDiYAO,true,90995,74430
006OJ000003Eui9YAC,true,60254,49306
0063Z000012PZYNQA4,true,79201,56342
0063Z000012PZGlQAO,true,97082,81709
006OJ00000A1K6zYAF,true,62057,74951
006OJ00000BjweDYAR,true,66118,42289
006OJ00000BkLUXYA3,true,54945,59886
006OJ0000076lU8YAI,true,34451,40956
006OJ000003iZJhYAM,true,68948,84852
006OJ000006T3n3YAC,true,45764,45300
006OJ000007soa5YAA,true,71639,79524
006OJ000007vukjYAA,true,55831,34704
006OJ0000044lCYYAY,true,68926,31340
0063Z000011pIdwQAE,true,56248,31427
006OJ000007slQwYAI,true,32822,34664
006OJ000009WhB9YAK,true,50917,41634
0063Z000011pE3HQAU,true,46568,62848
006OJ000007seNpYAI,true,93400,71058
006OJ000003kWsoYAE,true,63829,71199
006OJ000006pi5BYAQ,true,59620,66238
006OJ000003ASR7YAO,true,31420,47391
006OJ000007skGLYAY,true,79649,43484
006OJ00000CCkGHYA1,true,88071,64482
006OJ000003xFaoYAE,true,33095,34892
0063Z000011pIWQQA2,true,47641,49832
0063Z000012PPs5QAG,true,43155,64845
006OJ000008K2aXYAS,true,30167,37242
0063Z000012PlQYQA0,true,38740,79757
0063Z000012PZ7eQAG,true,35395,90289
006OJ000003kZHBYA2,true,82803,61631
006OJ000007sdOYYAY,true,67897,82824
006OJ00000BkILOYA3,true,39603,72548
006OJ00000EJq1FYAT,true,57887,52182
0063Z000012PSQQQA4,true,37862,30807
006OJ000007solNYAQ,true,63049,80305
006OJ00000Dopr5YAB,true,40150,67501
006OJ00000BKmi5YAD,true,63007,47299
006OJ00000BlpLhYAJ,true,56966,77264
006OJ00000Bw9pOYAR,true,41831,84802
006OJ000008YvVYYA0,true,30717,96456
006OJ00000E9NOjYAN,true,71947,62729
0063Z000010mbDcQAI,true,55828,43518
006OJ00000ECGFSYA5,true,55525,71787
006OJ00000Blp3yYAB,true,81278,43365
006OJ000004Tdi2YAC,true,32911,97878
006OJ0000055iaFYAQ,true,95167,42914
006OJ00000BkNmTYAV,true,87557,82412
006OJ000006zVBVYA2,true,35289,82879
006OJ000003vyP9YAI,true,46070,77919
0063Z000012PZ8mQAG,true,31719,34428
006OJ000007tMezYAE,true,34518,88334
006OJ000007sfYSYAY,true,95466,46886
006OJ000007sqiLYAQ,true,69662,52581
006OJ000007sYyOYAU,true,91401,42405
006OJ00000BMhrBYAT,true,90332,39623
006OJ0000040oP7YAI,true,49328,97281
0063Z00000zOchbQAC,true,58667,93460
006OJ000003imqQYAQ,true,44561,60471
006OJ00000DfSdbYAF,true,50025,51037
006OJ000004PM35YAG,true,91972,52910
0063Z00000zvGjxQAE,true,57279,91569
006OJ000007qbdlYAA,true,42907,71183
006OJ00000CnER7YAN,true,81936,43053
0063Z000011pJzcQAE,true,38484,79665
006OJ000008ntmjYAA,true,68839,81656
0063Z000012PLAqQAO,true,31694,68371
006OJ00000CBjirYAD,true,42868,44653
006OJ000009WWZ3YAO,true,82818,47792
006OJ000008dCW9YAM,true,82128,77348
006OJ000006px4DYAQ,true,94853,41013
0063Z00000wmzrVQAQ,true,95213,57344
006OJ000006JDMHYA4,true,77955,58544
0063Z000010mbEuQAI,true,45439,54515
006OJ00000Di7cbYAB,true,93645,76461
006OJ000009Wud0YAC,true,36420,95186
006OJ0000094JWjYAM,true,32639,70247
0063Z000010mrAQQAY,true,72111,85637
0063Z000012PZATQA4,true,50265,56001
0063Z00000zOcqxQAC,true,54149,81477
006OJ000009Wny6YAC,true,45733,86662
006OJ000006A5uGYAS,true,97362,61457
006OJ000005f3zxYAA,true,32727,48612
006OJ00000Blk5tYAB,false,71625,97657
006OJ00000EqP2JYAV,true,78151,69144
006OJ00000BlnVBYAZ,true,70197,76954
0063Z000012PQ1bQAG,true,43737,65386
006OJ00000CuBTJYA3,true,55674,74371
006OJ00000Bjs7aYAB,true,79815,36419
006OJ000007sefaYAA,true,41493,79212
006OJ000009skf0YAA,true,37133,69795
006OJ00000AsCpeYAF,true,35734,32725
006OJ000007tiCTYAY,true,38833,55928
0063Z000012PZCKQA4,true,53232,64290
006OJ00000AVLyUYAX,true,42949,65415
006OJ000009WuujYAC,true,86925,71550
006OJ00000De5uLYAR,true,41482,76773
006OJ000006Ch8zYAC,true,71686,91336
006OJ000009hXLJYA2,true,34634,57331
0063Z000012PaVNQA0,true,53774,46803
006OJ000009Wsw9YAC,true,36877,44368
006OJ0000067kHDYAY,true,86246,54235
0063Z000012PZGRQA4,true,66464,66676
006OJ000004W6G5YAK,true,99552,90881
0063Z000012PZEQQA4,true,74823,90088
006OJ000009WTmUYAW,true,85271,93873
006OJ000009hUfBYAU,true,41786,39549
006OJ00000CWwUzYAL,true,33021,83435
0063Z000010maZDQAY,true,79239,34298
0063Z000010mzuqQAA,true,97280,67038
006OJ000009Wj9kYAC,true,93017,64116
0063Z000011pGUzQAM,true,47928,64192
0063Z000012PZJfQAO,true,80316,78680
006OJ000007sjVaYAI,true,60223,94130
006OJ000005r8UPYAY,true,34444,39290
006OJ00000D2ubLYAR,true,33521,80229
0063Z000012PZ8cQAG,true,98701,87565
006OJ000007spzDYAQ,true,86296,74200
006OJ00000DwU1RYAV,true,53707,63240
006OJ00000BkLMTYA3,true,37020,79119
006OJ000007vqaXYAQ,true,80338,51218
0063Z000012PZZVQA4,true,47752,71089
006OJ000006PK05YAG,true,74806,58884
0063Z000012Ph8rQAC,true,82952,49842
006OJ000004qEJ8YAM,true,44181,65987
006OJ000009adnFYAQ,true,50727,35453
006OJ000008f3qAYAQ,true,73375,37151
006OJ000009PT4sYAG,true,55669,44109
006OJ0000044olWYAQ,true,57461,72452
0063Z000011pIf8QAE,true,92362,96095
0063Z000012PmAIQA0,true,68109,55561
006OJ000004VSP7YAO,true,31966,40006
006OJ000008JYJ8YAO,true,59621,93251
006OJ00000Aw1kMYAR,true,93516,83148
006OJ000004b4tZYAQ,true,31877,65772
006OJ00000A3CgPYAV,true,84161,70160
006OJ000003kdizYAA,true,56067,94531
006OJ00000BvMjrYAF,true,40390,99732
006OJ000009hh7mYAA,true,93254,36541
006OJ00000Bafb1YAB,true,75835,49728
006OJ000003kYY2YAM,true,53686,91236
0063Z000012PnRhQAK,true,45491,85143
006OJ000008BsWkYAK,true,80284,76177
006OJ000009ntPZYAY,true,64911,81907
006OJ000003vHtdYAE,true,33587,43465
0063Z000012PZFEQA4,true,90791,85493
006OJ00000BmNVUYA3,true,64103,46726
006OJ00000E6Pi1YAF,true,58622,81939
006OJ000003kc29YAA,true,75528,95111
006OJ000003QHwLYAW,true,71807,35590
006OJ000008YFsrYAG,true,89607,59018
006OJ000003ivSIYAY,true,74683,37680
006OJ000004W69fYAC,true,60905,73981
006OJ00000BaslAYAR,true,87128,67357
006OJ000006Dec6YAC,true,48416,45507
0063Z000010mzc6QAA,true,86327,32705
006OJ000003GzyjYAC,true,67841,96727
006OJ00000BjgXsYAJ,true,59945,38771
006OJ00000DaX1FYAV,true,77775,34076
006OJ000007spG1YAI,true,94674,31881
006OJ000002uBShYAM,true,99549,50809
0063Z00000zOiM7QAK,true,69893,35476
006OJ000008d40jYAA,true,38226,81750
006OJ000003vLSbYAM,true,35864,89454
006OJ000009WoVxYAK,true,95131,77603
006OJ0000091J8HYAU,true,69803,36692
006OJ000007sk9tYAA,true,81060,76929
006OJ00000BmLS1YAN,true,31752,38094
006OJ00000CCPdFYAX,true,33570,30192
0063Z000011pIcOQAU,true,84436,55446
006OJ000009KjOtYAK,true,43702,72844
006OJ000008i9vpYAA,true,91358,36100
006OJ000008f0M3YAI,true,49332,92364
006OJ00000ADY69YAH,true,63630,80062
0063Z00000zOMAeQAO,true,42147,57254
006OJ00000BkItFYAV,true,91298,82420
006OJ000009WoXZYA0,true,37437,44246
0063Z000011pIXnQAM,true,54180,96379
0063Z000012PZAJQA4,true,44116,37855
006OJ000006Y7tGYAS,true,81961,70211
0063Z000012PjHpQAK,true,96542,56647
006OJ00000CFpxlYAD,true,66598,36475
0063Z000012PLFvQAO,true,44920,65552
006OJ000004TN0aYAG,true,67946,54841
0063Z000011pIKUQA2,true,50338,70115
006OJ000004HX25YAG,true,78111,58403
006OJ000009KWPxYAO,true,98416,58889
006OJ000009WMgAYAW,true,89198,47163
006OJ000008ppbmYAA,true,69027,41605
0063Z000012PnTJQA0,true,59560,42374
0063Z000010mzdTQAQ,true,47618,83348
0063Z000012PexiQAC,true,74200,51597
006OJ000005s0UqYAI,true,70366,96851
006OJ000008uoghYAA,true,61330,86304
006OJ00000BjqfGYAR,true,37916,46834
006OJ000007vqXJYAY,true,37284,79629
0063Z00000zOZKEQA4,true,38777,61630
006OJ000003WtpFYAS,true,67230,73352
006OJ00000CObXQYA1,true,50316,70919
006OJ00000BkK0dYAF,true,70751,52212
0063Z000012PSPIQA4,true,93711,95164
006OJ000009WRskYAG,true,35919,59481
006OJ00000ARPvsYAH,true,98411,47505
006OJ00000EEL4ZYAX,true,62313,79664
006OJ000004q0HmYAI,true,76943,35537
006OJ000007skMnYAI,true,99987,67510
006OJ0000068TpNYAU,true,77827,50844
006OJ00000A0181YAB,true,78005,55236
006OJ000007tVAPYA2,true,38902,80002
006OJ0000040DPZYA2,true,49132,71419
0063Z000012PZ7PQAW,true,99736,67697
006OJ000009cdMYYAY,true,41105,70742
0063Z000012PZD8QAO,true,57202,38492
006OJ000006VawbYAC,true,96067,59734
0063Z000011pIZ1QAM,true,60385,81277
006OJ000009WRvyYAG,true,66375,83260
0063Z000011pKrXQAU,true,71122,83679
006OJ000004b4DdYAI,true,43333,65522
006OJ000003kbsTYAQ,true,77882,77340
006OJ000007w13DYAQ,true,93335,39545
0063Z000012PZH0QAO,true,57260,81641
006OJ000007sihaYAA,true,31403,74120
006OJ000004PjR3YAK,true,51637,89849
006OJ000002v6dpYAA,true,64708,35156
006OJ000008E8UAYA0,true,73202,97309
006OJ000009kk98YAA,true,34611,47525
0063Z000012PZ9zQAG,true,85216,34418
006OJ000009liJpYAI,true,31405,45162
0063Z000012PdnGQAS,true,53508,87718
0063Z000012PZD3QAO,true,73166,67196
0063Z000012PZJzQAO,true,79048,62016
0063Z000012PRa5QAG,true,83965,89433
006OJ0000040iRnYAI,true,44361,76249
0063Z000012PZ96QAG,true,59465,50420
006OJ000003vIEbYAM,true,85981,97495
006OJ000008ckEvYAI,true,61334,70151
006OJ000009hfCPYAY,true,94715,73814
006OJ00000CKyE3YAL,true,58963,57164
006OJ000007sp1VYAQ,true,97431,66943
0063Z000012PQoqQAG,true,36496,78244
006OJ000006OGD7YAO,true,51328,66137
006OJ000008f3oYYAQ,true,59024,69167
006OJ0000057yW3YAI,true,88077,47894
006OJ00000E9yg1YAB,true,81349,98843
0063Z000012PlJhQAK,true,51003,30579
006OJ000003xufZYAQ,true,93199,61295
006OJ000003kZ7VYAU,true,63300,40839
006OJ000007tGcpYAE,true,41167,90581
006OJ000007suR0YAI,true,42589,54334
006OJ000004n7ndYAA,true,78833,47682
006OJ00000AVFzVYAX,true,74758,33781
0063Z000012PRZHQA4,true,82415,37076
0063Z000012PZGbQAO,true,47756,49959
0063Z00000wmzrpQAA,true,72626,69074
0063Z000012PZ7FQAW,true,72351,35081
006OJ00000Dg8XyYAJ,true,84965,60009
006OJ0000044l9KYAQ,true,46639,47403
006OJ000009WXRtYAO,true,33990,68903
006OJ000004YIgAYAW,true,31027,36119
0063Z000012PWxBQAW,true,39649,43181
0063Z000012PJyfQAG,true,79898,60563
006OJ000007xPBBYA2,true,51920,94939
0063Z000010mzbXQAQ,true,82528,48815
0063Z000012PddKQAS,true,36760,56254
006OJ000003ivVWYAY,true,56728,96093
006OJ000003JtOrYAK,true,49647,97158
006OJ000009Woe1YAC,true,61190,30046
0063Z000011pIgVQAU,true,83609,91246
006OJ000007sjc1YAA,true,47227,99566
006OJ000007tMYXYA2,true,59353,51420
006OJ000008CCgjYAG,true,42618,80569
006OJ000004AryTYAS,true,65686,77574
006OJ000004AtgrYAC,true,68867,39839
006OJ000003vH42YAE,true,68287,59712
006OJ000004W0vVYAS,true,56405,86289
006OJ00000BEFKEYA5,true,70695,92154
006OJ000007xIRVYA2,true,73974,94534
006OJ00000HvN2vYAF,true,87098,80096
006OJ00000Ht3Q5YAJ,true,45824,91026
006OJ000007sp4jYAA,true,49103,37796
006OJ000007somzYAA,true,71326,84926
006OJ000006DNHuYAO,true,86829,90481
006OJ00000AJVTlYAP,true,98440,83204
006OJ00000BkOyfYAF,true,79325,30030
006OJ00000Bjer0YAB,true,35147,90189
006OJ000009oFmgYAE,true,52919,94480
006OJ00000BkIreYAF,true,91660,94868
006OJ000007tMdNYAU,true,54773,98596
006OJ000003ixfOYAQ,true,87522,91827
006OJ0000053661YAA,true,61567,99488
006OJ00000BlcMsYAJ,true,62864,59085
006OJ00000BjrMoYAJ,true,86363,92965
006OJ00000CwNN8YAN,true,43116,61745
006OJ000007skJaYAI,true,44442,43562
006OJ000006h2XmYAI,true,45156,79606
006OJ000007shIaYAI,true,52029,64527
006OJ000009WR7yYAG,true,88594,80273
006OJ000009CZuUYAW,true,45207,66652
006OJ000009Wul3YAC,true,75670,96520
006OJ00000CVaBbYAL,true,48169,94579
006OJ000009WPm8YAG,true,33620,83152
006OJ000007sm0QYAQ,true,79325,78726
006OJ00000Am8GsYAJ,true,79070,51173
006OJ00000Cr4rQYAR,true,91467,31953
006OJ000009Wq4jYAC,true,37552,55879
006OJ000009oDHpYAM,true,55701,30281
006OJ000004Sq2zYAC,true,40414,55928
006OJ0000044hFOYAY,true,84854,42563
006OJ000009Wp74YAC,true,49562,78636
006OJ00000BkYLKYA3,true,66818,66433
006OJ000007sjiTYAQ,true,62571,37789
006OJ000006EAtiYAG,true,35958,48539
006OJ000004Y1NcYAK,true,50383,81193
006OJ000006gl8kYAA,true,45528,58062
006OJ00000Cv8wPYAR,true,88041,87924
006OJ000007srXxYAI,true,86136,77898
006OJ000006qXfZYAU,true,48481,67782
006OJ00000BjwfpYAB,true,31113,86084
006OJ0000055ZByYAM,true,86325,74560
006OJ00000BjwpVYAR,true,86646,64251
006OJ000007si02YAA,true,64918,68031
006OJ000009WuhpYAC,true,67703,68575
006OJ00000Chs7tYAB,false,45328,32481
006OJ000007sf0XYAQ,true,77532,70511
006OJ00000BlkykYAB,true,67696,81342
006OJ00000DgGiPYAV,true,77423,91816
006OJ000008hpfNYAQ,true,48900,61807
006OJ00000AiEr7YAF,true,70181,79623
006OJ00000Bkav0YAB,true,55446,53410
006OJ00000BjrjRYAR,true,91008,47597
006OJ000006rlv0YAA,true,80430,66914
006OJ00000BlpdRYAR,true,74866,87560
006OJ00000BmFT3YAN,true,81317,37482
006OJ000004qIMjYAM,true,65808,31134
006OJ00000CCP3lYAH,true,69120,89315
0063Z000012PZ7yQAG,true,69770,73002
0063Z000012PaJWQA0,true,53775,73110
006OJ000008QNlzYAG,true,70784,69164
006OJ000003vK9xYAE,true,48544,46564
006OJ000006ptBtYAI,true,37666,33375
006OJ000007sjovYAA,true,66016,58587
006OJ00000BkIurYAF,true,71368,41878
006OJ000007skBVYAY,true,60611,69620
006OJ000007szSIYAY,true,68383,84393
006OJ00000A7N6zYAF,true,50642,60392
006OJ000009bRC9YAM,true,42357,77595
006OJ000002uUgcYAE,true,69902,37790
006OJ00000D6rLVYAZ,true,80614,39034
006OJ000009WXTVYA4,true,98803,41259
006OJ000004KRhhYAG,true,54699,93273
0063Z000012PZ75QAG,true,60715,82118
006OJ000004sLGUYA2,true,45579,34731
0063Z000012PqBpQAK,true,81092,69936
006OJ000004b3kbYAA,true,44189,82242
0063Z000012PZA4QAO,true,91665,63624
006OJ000003kQSTYA2,true,54546,38570
006OJ000007skLBYAY,true,41683,30660
006OJ00000EAOYsYAP,true,58594,48302
006OJ000004mTwjYAE,true,70373,38404
006OJ000008f9adYAA,true,51035,75423
006OJ000003nS33YAE,true,98676,63324
006OJ00000Ah50HYAR,true,45863,81283
006OJ00000Bk4K5YAJ,true,57573,60946
006OJ000006V1XTYA0,true,95058,32904
006OJ00000DAT2tYAH,true,37234,54361
006OJ000003icW8YAI,true,55894,87071
006OJ000007sdMyYAI,true,31581,86515
006OJ000007snkUYAQ,true,77602,95774
0063Z00000zOch7QAC,true,95889,41541
0063Z000012PlxyQAC,true,75468,80834
006OJ00000COfRJYA1,true,65360,52239
006OJ0000044rQ3YAI,true,79076,40423
006OJ000009nozPYAQ,true,31554,55159
006OJ000006A9zTYAS,true,95218,94092
006OJ000009hpGbYAI,true,35928,97788
0063Z000010ml68QAA,true,32089,80084
006OJ000009Wq7xYAC,true,48063,37465
006OJ000009WoHSYA0,true,88797,80631
006OJ000005iPHaYAM,true,83696,33232
006OJ000009CkLGYA0,true,48248,53311
006OJ000008Y2u1YAC,true,84156,37424
0063Z000012PSWdQAO,true,51961,57031
006OJ000009WSNNYA4,true,59389,71189
006OJ000004PffCYAS,true,42756,96389
006OJ0000094ekrYAA,true,38941,95076
006OJ00000EJtdRYAT,true,37129,63396
006OJ000009WSSEYA4,true,50296,74233
006OJ000007soTeYAI,true,46283,34294
0063Z000012PmCHQA0,true,61374,51398
006OJ000007sjlhYAA,true,70233,32070
0063Z000012PJDbQAO,true,46650,97253
006OJ000003kcIHYAY,true,63801,57203
006OJ000007swhKYAQ,true,91913,64627
0063Z000012PZ7ZQAW,true,62752,50834
006OJ000007sXvqYAE,true,40862,67256
006OJ00000CD3UDYA1,true,58779,48548
006OJ00000ADYJ6YAP,true,64013,67953
0063Z000012PmArQAK,true,46111,85065
0063Z00000wmzrkQAA,true,60032,74985
006OJ000003kZ97YAE,true,70037,90730
006OJ000007xDrhYAE,true,77388,31201
006f100000dwoGMAAY,false,34810,49778
006f100000dwoMtAAI,true,31278,46223
006f100000dwp6IAAQ,true,40740,63071
006f100000dxfqOAAQ,true,82282,41909
006f100000dwEMPAA2,true,50229,34075
006f100000dxe1WAAQ,true,82747,91210
006f100000dxeYbAAI,true,86898,63668
006f100000dxeJlAAI,true,47829,90105
006f100000dxeHVAAY,true,69119,58689
006f100000dxevwAAA,true,35055,79900
006f100000dxeiHAAQ,true,50710,69791
006f100000dxeV3AAI,true,49652,50657
006f100000dxeS4AAI,true,97379,74498
006f100000dwXXLAA2,true,61188,31990
006f100000dxNHwAAM,true,61033,75021
006f100000dxLrZAAU,true,66089,66890
006f100000dxPntAAE,true,56732,31363
006f100000dxKnqAAE,true,64902,42916
006f100000btmq5AAA,true,80498,57164
006f100000dVRxpAAG,true,56932,76133
006f100000dwnc2AAA,true,82767,88728
006f100000dxBENAA2,false,89858,69953
006f100000dxD5EAAU,false,61364,84150
006f100000cirpvAAA,false,52062,84785
006f100000dVKvyAAG,true,87587,94832
006f100000dxAVYAA2,true,77963,89343
006f100000dvdXnAAI,true,88707,74231
006f100000chzn8AAA,true,39798,51191
006f100000dvC38AAE,false,89549,90726
006f100000ckXaAAAU,true,82057,76322
006f100000dxii6AAA,true,98182,85027
006f100000dxCoXAAU,true,43449,83851
006f100000dutJVAAY,true,72589,35213
006f100000apXRaAAM,false,67869,86982
006f100000dx2LfAAI,true,48902,56572
006f100000apXElAAM,true,77520,45327
006f100000dx8ECAAY,true,37668,32808
006f100000dwtu5AAA,true,99758,88416
006f100000dx1FlAAI,true,50348,82117
006f100000dwu9jAAA,true,30916,62113
006f100000dVV0AAAW,false,59915,88086
006f100000dwu3MAAQ,true,40398,90692
006f100000dwrbaAAA,true,51734,66871
006f100000dwtiEAAQ,true,51324,69914
006f100000dwt7gAAA,true,54338,39661
006f100000dVvtiAAC,true,49736,72307
006f100000dwo5YAAQ,true,84264,76254
006OJ00000EOOtyYAH,true,71230,76939
0063Z000012PcqkQAC,true,95373,56606
006OJ000009WoirYAC,true,63591,74488
0063Z000012PXPZQA4,true,31709,60940
0063Z000012PHlIQAW,true,91548,57570
006OJ00000CivtJYAR,true,80107,80753
006OJ000004hFb1YAE,true,41006,95239
006OJ00000Bmc6HYAR,true,67797,48380
0063Z000012PgcKQAS,true,93556,43997
006OJ0000099KaDYAU,true,88112,71106
006OJ000002wbZ7YAI,true,51746,48090
006OJ0000094gbQYAQ,true,50335,67970
006OJ000009XFkfYAG,true,32251,62340
0063Z000012PdQlQAK,true,78602,85084
006OJ000008dkhVYAQ,true,48446,66826
0063Z000012PZAYQA4,true,89702,81997
006OJ000003inphYAA,true,60979,49771
0063Z000012PPi0QAG,true,54783,78284
006f100000cgsI9AAI,true,54472,97445
